Company_ID,Company_Name,Year_Founded,Employees,Annual_Revenue,Adoption_Rate_AI,Adoption_Rate_Cloud,Adoption_Rate_Blockchain,Adoption_Rate_IoT,Market_Share,Customer_Satisfaction_Score,Tech_Sector,Region,Research_Development_Budget,CEO_Tenure_Years
222863,Michael-Watkins,1998,1922,584563353.62,56.83,97.2,71.58,30.18,8.3,2.88,Software,South America,3690936.18,6
809268,Moreno-French,2009,1083,365527069.78,74.87,1.05,40.36,63.97,17.17,5.82,Networking,North America,29276140.79,12
698440,"Mcknight, Hunt and Parker",2001,104,24904846.13,71.38,4.82,6.04,60.28,12.79,2.42,Services,North America,49856612.69,26
690542,Crane and Sons,1987,579,441921237.9,81.84,76.97,99.11,59.74,6.1,1.0,Networking,Africa,15549189.49,7
263568,Mueller Ltd,2000,587,315941203.22,25.58,84.79,9.39,87.0,7.88,2.65,Networking,Asia,39610354.22,12
823796,Little LLC,2006,4786,462883858.76,6.09,93.53,7.56,18.34,14.75,8.27,Software,South America,46244861.57,18
672397,"Novak, Garcia and Powell",2015,4468,539139032.17,4.54,65.84,88.19,15.84,33.62,4.3,Consulting,Africa,25595966.2,9
570063,Jordan-Williams,1990,3588,483066452.86,33.64,42.0,62.7,39.13,10.03,1.28,Networking,Asia,8260621.82,23
536281,Hamilton-Bryant,2010,2428,627896229.52,58.7,64.06,39.05,99.46,7.46,6.83,Services,Africa,11198441.02,17
112442,"Mann, Ross and Ross",2009,2011,216525783.45,18.05,94.59,30.39,74.51,13.74,8.12,Hardware,North America,44624663.39,10
734713,Lewis-Fisher,2003,1451,137256266.03,53.26,57.96,96.81,25.43,6.75,7.16,Consulting,Africa,4280256.09,1
760160,Carr and Sons,2009,2577,88433696.82,20.79,30.72,32.8,23.56,39.83,1.32,Consulting,North America,27791298.44,23
574410,"Wall, Brown and Ferguson",1996,2864,485456520.49,57.7,38.24,61.77,94.98,30.17,4.84,Hardware,Africa,18798159.61,5
520195,"Gonzalez, Short and Blair",1998,1989,418668104.24,3.47,16.0,81.93,99.59,45.69,2.19,Networking,Europe,12870382.18,7
738275,"Watson, Shelton and Harrison",1986,1988,398345865.0,69.42,15.52,24.56,73.02,6.05,9.36,Services,South America,22649579.63,26
866289,"Johnson, Wilson and Williams",1983,222,263326953.38,80.97,82.03,89.29,59.91,34.45,7.59,Services,Asia,15310787.78,4
942311,Diaz and Sons,1997,1327,693012036.28,40.53,6.56,47.14,3.22,31.54,6.97,Services,South America,29246696.63,16
904975,Pratt Inc,2014,985,176024182.03,92.96,63.26,87.8,24.53,36.56,9.75,Hardware,Asia,14308326.93,29
842348,Ortiz-Wise,1994,3691,597378564.74,71.02,19.03,42.75,86.83,24.87,8.54,Software,North America,23061668.85,27
387969,"Johnson, Hall and Evans",2006,4042,17021379.93,78.36,31.18,65.65,4.83,4.41,8.52,Hardware,South America,13208839.58,8
361854,"Perez, Soto and West",1992,3631,291419666.52,68.93,44.76,30.85,75.54,44.56,8.88,Consulting,Asia,29043813.94,13
724620,Taylor-Jones,1986,2051,624485189.81,71.73,29.51,37.4,71.24,14.03,8.94,Consulting,Africa,42906054.71,28
414769,Taylor-Bishop,2006,1442,564403811.15,38.92,2.12,92.17,21.21,39.37,5.78,Services,Europe,21333263.74,20
868113,Mccarthy-Harris,1988,4044,87239585.33,53.01,91.29,68.25,51.21,27.46,7.88,Consulting,South America,47834670.06,5
398755,"Whitney, Bauer and Williamson",1989,4807,172369005.09,25.27,88.05,9.09,80.52,19.21,4.12,Software,South America,33433024.68,23
834022,Peck-Cantu,1984,1331,254756047.87,36.39,93.98,66.7,91.87,36.17,5.27,Services,Europe,5287192.53,1
190727,Young Inc,1984,4761,803810487.48,49.47,33.4,6.54,99.85,4.79,3.78,Networking,Europe,44620686.58,15
211233,Brown and Sons,2001,2258,881208075.76,9.51,15.82,35.82,55.66,32.38,8.44,Hardware,South America,28680474.2,29
296697,Mosley-Fletcher,1994,4541,84520366.7,19.1,84.47,94.25,56.63,3.9,8.63,Consulting,Africa,18017587.76,22
355057,Wilson-Cook,2004,3673,452618626.41,73.71,68.54,81.98,20.96,29.61,6.87,Networking,Europe,28969872.54,22
256107,Pruitt PLC,2015,934,844090104.03,6.32,63.18,73.9,19.52,31.29,6.08,Hardware,Asia,4519068.06,12
738097,Spencer-Boyer,2010,4513,322800164.37,35.78,83.5,33.46,27.46,2.29,6.93,Hardware,Africa,26104249.62,17
748971,"Williams, Conner and Hamilton",2017,4097,337085226.55,69.49,95.58,26.5,3.16,19.29,3.24,Hardware,South America,35578427.19,27
941413,Lee-Anderson,2001,87,757816042.29,64.42,24.51,27.44,44.03,4.59,6.25,Software,Asia,8149732.54,9
433395,Stewart PLC,1983,1816,153851379.08,79.52,1.85,9.01,93.35,36.52,7.51,Services,South America,7260142.22,25
607115,Adkins LLC,1986,1363,147115378.25,6.93,82.61,69.62,40.42,15.44,4.64,Software,Africa,43814518.67,10
813163,Williams Group,2011,1962,569604382.24,35.98,39.57,2.43,39.53,5.59,9.4,Services,Asia,15287009.85,1
226453,Stark-Wright,2010,1311,369493599.41,83.18,95.96,6.83,85.58,48.94,4.48,Services,Asia,5378040.85,27
855266,"Coleman, West and Anderson",1989,2415,922888245.8,71.61,61.03,78.68,72.27,1.79,3.27,Networking,Europe,37123012.51,10
161059,"Brown, Forbes and Mills",1999,2498,885017752.25,91.6,44.74,42.66,11.88,12.39,8.0,Software,North America,47947083.35,19
686440,Mendoza-Howell,2007,733,524018386.32,94.26,5.54,93.79,73.09,41.92,8.11,Networking,North America,516930.77,17
873962,"Ortiz, Moore and Patton",1993,4316,777487889.9,27.14,16.13,47.33,23.6,35.3,4.07,Services,South America,2930281.72,29
194411,"Perez, Armstrong and Oneill",1980,618,808289514.51,27.16,29.21,81.44,71.23,24.14,7.03,Services,Asia,33775936.73,21
127024,Kennedy Group,2008,128,594753108.3,4.63,14.95,63.12,6.47,43.24,9.78,Services,South America,20070597.44,10
322342,Lopez-Wolf,1990,2090,422879875.4,67.28,69.08,49.97,95.31,16.21,2.96,Networking,Africa,1201499.68,27
513726,Simmons-Davidson,1995,2530,328458986.85,12.18,66.03,70.1,27.77,10.63,5.53,Services,South America,9661720.4,22
339073,Donaldson-Bowman,1997,2897,27761536.72,70.31,32.47,67.24,83.24,21.39,7.69,Consulting,Asia,6235104.65,3
924493,Craig and Sons,1988,4273,953292287.36,30.46,78.18,66.07,74.25,41.12,6.44,Hardware,Africa,7573610.94,14
681997,Cooper-Ortiz,2007,2044,135678959.42,97.62,44.05,16.07,16.87,0.63,7.47,Consulting,Europe,34284699.84,8
469249,Parker-Moore,2019,67,10211967.71,32.46,81.59,34.94,62.52,4.42,1.04,Networking,South America,5457039.47,25
772185,Lane Inc,1998,1800,614740353.61,27.8,93.3,61.57,79.34,23.41,8.1,Services,South America,22266612.58,22
456968,Wang and Sons,2009,2826,789122054.14,12.77,38.95,41.5,5.05,5.05,8.8,Networking,Africa,20384748.74,17
850593,"Spencer, Sanchez and Brown",1997,3702,176934375.33,58.83,76.91,26.31,77.19,48.92,7.73,Software,Europe,43463988.73,5
480885,"Jones, Pena and Dominguez",2011,1805,44170079.47,6.14,77.23,39.16,47.22,2.66,1.31,Services,Africa,46881543.92,4
660056,Lee Group,2002,3747,214077080.39,4.98,80.77,25.36,3.56,15.55,6.76,Software,Asia,15455292.62,5
136875,"Mcconnell, Jackson and Bell",1993,2942,392669036.35,2.71,39.18,56.07,84.09,32.43,9.13,Networking,South America,38910164.71,19
178134,Johnson-Fleming,1994,1014,134828836.63,3.54,16.85,29.4,90.48,6.52,7.19,Networking,Asia,2681926.73,23
435187,Coleman-Bender,1989,1443,504323484.1,27.51,18.78,55.81,5.71,32.14,8.07,Consulting,Europe,37557841.29,24
898741,"Rodriguez, Warner and Harris",1991,3180,572031572.55,23.04,45.03,57.33,19.74,22.73,1.63,Consulting,Asia,21843415.72,19
751315,Cooper PLC,1982,3679,755498088.88,60.17,57.77,28.94,40.02,33.31,1.17,Services,Europe,32337227.76,14
752925,Roach LLC,1984,3368,562110222.86,56.39,72.51,35.54,25.43,2.59,2.8,Consulting,Europe,43435111.9,4
934739,Kirk Inc,2008,1330,34733847.18,49.75,31.83,26.0,81.28,40.54,4.51,Networking,Africa,18126568.33,14
241951,Murray and Sons,2011,183,365294194.28,76.54,47.48,90.78,74.96,27.81,7.98,Software,North America,4585547.5,17
729798,Christensen-Ball,1982,4195,193578962.11,18.39,59.61,33.01,78.06,39.35,6.24,Software,Asia,20682396.14,25
741772,Gross Inc,2019,4843,745577172.53,85.9,37.47,28.67,99.9,35.57,7.58,Software,Africa,5868609.63,27
259742,"Duran, Goodman and Andrade",2016,1330,226502132.82,50.37,46.73,93.07,92.83,4.52,2.68,Networking,Africa,23795540.45,10
259128,Haney and Sons,2000,4536,128953051.85,76.22,88.24,9.78,64.55,3.93,1.9,Software,Africa,41837636.96,25
139187,Brock-Morris,2010,3911,314486992.63,30.96,29.51,98.26,10.34,9.56,4.74,Hardware,Asia,18642633.14,25
419455,Beltran-Nichols,1983,529,233521943.81,32.59,2.22,1.25,61.03,29.53,6.78,Networking,Asia,47837714.49,4
269139,Flores-Sanford,1987,122,821783646.01,30.96,12.64,64.83,67.58,28.21,7.21,Software,South America,44194008.42,16
694544,Stephens-Fernandez,2017,936,504528749.62,21.29,19.91,38.02,50.39,12.98,7.48,Software,North America,13400884.84,21
870986,"Kelly, Mcdonald and Rice",2001,87,300026151.94,73.27,69.12,94.74,0.02,3.01,5.85,Consulting,South America,2179175.32,4
348331,Bates PLC,1997,4837,286297283.98,76.89,44.07,3.51,23.96,26.3,3.77,Hardware,South America,45333732.88,5
707166,Davis LLC,1992,4805,234030832.2,76.3,48.37,14.72,43.48,48.25,6.39,Hardware,Europe,23829792.78,2
835376,Jordan-Webb,2001,2067,832940116.23,89.22,66.54,33.83,47.86,15.99,9.84,Consulting,Africa,9965238.19,18
954385,Baldwin Ltd,2009,4118,841548329.24,42.93,12.95,0.8,15.35,39.81,4.47,Hardware,Africa,11236219.2,11
360096,"Duncan, Diaz and Taylor",2008,137,586408071.28,51.27,11.28,52.85,53.7,2.13,8.97,Hardware,Europe,21681116.89,18
916023,Bennett PLC,1993,4556,565615973.73,28.07,21.94,59.84,26.92,25.1,6.35,Services,Africa,46308748.67,29
181793,"Rodriguez, Edwards and Stanley",1993,473,784845063.49,14.58,60.66,11.66,15.9,4.1,3.84,Consulting,North America,19794063.08,13
682524,Richard LLC,1981,2107,676737498.58,74.22,71.87,38.61,23.06,22.44,8.56,Consulting,Africa,32554756.5,29
947552,Elliott-Ross,1992,3966,696561978.31,96.07,44.09,28.05,82.52,10.71,2.41,Consulting,Europe,46207404.3,28
864211,"Everett, Perry and Davis",2006,1195,12054230.94,96.46,0.38,49.09,3.03,47.38,4.68,Hardware,Africa,10959451.39,15
196529,"Kelley, Garcia and Larson",2005,1523,243112322.69,21.98,62.64,31.91,90.11,21.67,1.72,Software,Asia,38517340.94,28
982505,Bridges-Rivers,1999,2596,780309235.99,95.61,34.22,65.09,10.19,36.01,9.09,Consulting,Asia,5451554.61,13
268199,Ford-Duarte,2013,762,111174847.09,78.05,64.79,34.56,20.41,42.72,6.79,Hardware,North America,37143955.0,2
149934,"Hall, Lewis and Rosales",1989,2179,627181059.51,87.45,77.92,10.51,24.47,48.54,6.03,Networking,South America,12138995.54,21
629727,Gonzalez Ltd,2008,4517,526973270.67,14.66,28.79,27.54,41.06,24.45,6.88,Hardware,Asia,15106792.2,7
146943,Rose Ltd,1982,3808,785010908.53,99.74,59.08,25.37,64.35,38.66,6.03,Networking,Africa,7660453.34,3
156455,Schmitt LLC,1992,2464,182067147.35,92.96,54.39,90.26,54.84,49.83,6.27,Hardware,South America,48792476.33,12
966966,Gomez Ltd,1995,3346,546439362.71,19.83,15.49,21.59,76.88,18.93,9.46,Software,Asia,7698123.03,4
387070,"Singh, Jones and Pena",1981,2935,936701366.51,5.59,98.43,76.27,43.95,44.2,3.04,Services,Africa,36836232.55,3
607160,"Allen, Bowman and Moore",2002,2814,695898672.2,38.7,66.63,50.65,93.93,18.08,9.64,Hardware,Asia,2227956.09,23
118942,Collins-Smith,1996,3568,766289215.99,74.28,61.78,19.78,29.46,43.81,5.48,Networking,South America,30884856.9,13
984549,Cohen Group,1984,4685,18396132.38,99.53,87.56,43.87,79.74,24.63,6.96,Hardware,Asia,3719372.18,11
914612,Klein PLC,2005,4557,274388352.89,62.39,6.64,84.06,70.51,11.33,7.21,Networking,Asia,37709203.13,27
705958,"Stewart, Crawford and Martin",1992,1927,324662171.81,79.25,0.04,43.62,98.57,24.14,3.22,Hardware,South America,33860657.19,12
589945,"Martin, Richardson and Peters",1981,4298,946566789.49,95.8,99.4,82.24,44.96,37.32,3.93,Consulting,North America,30817212.31,2
181076,"Nguyen, Jones and Robertson",1985,2784,603979381.39,6.09,50.67,33.32,50.59,17.13,8.57,Software,Asia,45351042.06,8
183890,Bryan-Wells,2005,2263,148266245.9,86.56,58.96,83.45,81.94,27.6,8.49,Services,Europe,42176214.41,28
926985,Lynn-Crawford,1984,1753,931283383.23,95.56,54.16,64.2,86.31,31.48,6.47,Software,South America,10861283.44,24
