Order_ID,Product_ID,Customer_ID,Purchase_Date,Quantity,Unit_Price,Order_Value,Discount,Store_Location,Return_Status,Revenue,Payment_Type_Bank Transfer,Payment_Type_Cash,Payment_Type_Credit Card,Payment_Type_Debit Card,Payment_Type_PayPal,Final_Price,Unit_Price_Zscore,Order_Value_Category,Profit,Purchase_Year,High_Value_Order
191285,5212,79728,2021-03-18,5,1.1513292119623804,1.419470622571834,1.3652867531503574,Houston,Not Returned,2145.3,0,0,0,0,1,-0.4393038313908493,1.1513292119623804,Low,2143.9347132468497,2021,False
672263,8166,59326,2022-07-06,3,0.384759686550207,0.510974115709868,1.1525316515250852,Phoenix,Processed,955.3499999999999,0,1,0,0,0,-0.49283244685104044,0.384759686550207,Low,954.1974683484748,2022,False
336391,1597,26049,2022-12-20,3,1.5725578147519281,-1.495810669721619,-0.870674505968746,New York,Processed,1469.52,0,1,0,0,0,0.9421775997947373,1.5725578147519281,Low,1470.3906745059687,2022,False
963514,2269,73367,2021-05-06,4,0.3523254999583168,-1.4119561936551996,0.41127661592620657,Chicago,Not Returned,1255.08,0,0,0,0,1,-0.3151954621819147,0.3523254999583168,Low,1254.6687233840737,2021,False
167523,6055,67338,2022-11-25,3,-0.5073883561792846,0.22871652663862488,-1.2894090690401416,New York,Not Returned,569.16,0,0,0,1,0,1.8663775208430677,-0.5073883561792846,Low,570.4494090690401,2022,False
274734,3213,65295,2021-08-19,6,-1.5338471972316032,1.3265324820368325,0.9187720653444514,Phoenix,Not Returned,249.66,0,0,0,0,1,-0.020029659463373095,-1.5338471972316032,Low,248.74122793465554,2021,False
268731,2427,93376,2021-11-01,6,1.0841045089834629,-0.9605521471471222,0.9458746260610464,Phoenix,Not Returned,2516.16,0,1,0,0,0,-0.7174852614390068,1.0841045089834629,Low,2515.2141253739387,2021,False
465440,8414,16300,2021-09-17,8,-0.9449033560822815,1.3027794182041403,0.1578676732260414,Houston,Processed,1012.72,1,0,0,0,0,0.7339126209883835,-0.9449033560822815,Low,1012.562132326774,2021,False
722770,9516,83873,2021-04-24,2,-1.477988320323348,0.1880214360088398,0.7216009361312217,Los Angeles,Not Returned,99.34,0,1,0,0,0,-0.1565603672845648,-1.477988320323348,Low,98.61839906386878,2021,False
296151,9690,11210,2021-10-17,7,-0.062042024898331195,-0.9441919677349804,1.4716643039629935,Phoenix,Not Returned,1777.86,1,0,0,0,0,-1.2384797096915876,-0.062042024898331195,Low,1776.3883356960368,2021,False
968698,8217,71984,2022-03-18,7,0.6470746358029941,1.02310933868009,-0.016266279378082473,New York,Processed,2494.1,1,0,0,0,0,0.8260742294274392,0.6470746358029941,Low,2494.116266279378,2022,False
592991,5783,27579,2023-01-09,3,-0.7039339826207385,-0.6145856920554578,1.512318145037886,Houston,Not Returned,484.08000000000004,0,0,0,1,0,-1.1825247211235341,-0.7039339826207385,Low,482.56768185496213,2023,False
322395,9292,69830,2023-01-10,7,-0.0617648096283149,1.5611401929122921,1.2094470290299348,Los Angeles,Not Returned,1778.14,0,0,0,1,0,-0.24194022742804733,-0.0617648096283149,Low,1776.9305529709702,2023,False
324338,3040,57318,2022-05-01,4,0.47894357453819597,-0.9486961510208336,-0.43838866253905256,Los Angeles,Not Returned,1328.16,0,0,0,1,0,0.6702530638777041,0.47894357453819597,Low,1328.598388662539,2022,False
740674,1839,45719,2023-02-06,7,0.7788211928781718,-1.0236791657825932,-0.1673630553731007,Houston,Processed,2627.17,0,0,0,1,0,0.377249655214196,0.7788211928781718,Low,2627.3373630553733,2023,False
899200,9924,42375,2023-05-20,6,-0.5810583141860778,1.6198725524755475,0.9641688545447484,New York,Not Returned,1074.54,0,0,0,1,0,0.020552620861140625,-0.5810583141860778,Low,1073.5758311454551,2023,False
745392,5024,63794,2022-11-08,2,-0.18893731474822628,-0.4026837197197783,-0.3225252154756083,Chicago,Not Returned,471.34,0,0,0,1,0,0.7144278983965653,-0.18893731474822628,Low,471.66252521547557,2022,False
675505,3986,46543,2022-05-22,9,-0.9107365740527903,-1.3327496514050334,-0.8896462984703626,Houston,Processed,1183.68,0,0,0,1,0,1.0089431853831978,-0.9107365740527903,Low,1184.5696462984704,2022,False
423152,5037,42851,2023-06-28,3,0.17670962640308263,-0.6656582019274211,-0.08537780920540042,New York,Not Returned,865.29,1,0,0,0,0,0.4002016898503288,0.17670962640308263,Low,865.3753778092054,2023,False
489890,3927,36930,2023-07-01,1,0.9393981380350298,-1.409553506218521,1.6153078757609478,Los Angeles,Not Returned,398.48,0,0,0,1,0,-1.5185224853610377,0.9393981380350298,Low,396.86469212423907,2023,False
610679,6853,15151,2022-06-12,3,-1.0357606608300762,0.8067579451653755,1.5529719861127789,Chicago,Processed,340.44,0,0,0,0,1,-0.8065774370248758,-1.0357606608300762,Low,338.88702801388723,2022,False
368162,2910,16645,2023-09-02,3,1.5319457776945615,-0.759219261427488,1.057672689017002,Houston,Not Returned,1451.94,1,0,0,0,0,-0.7702719041241824,1.5319457776945615,Low,1450.882327310983,2023,False
147450,9586,45987,2021-04-27,4,1.5796961079548444,-1.0439548358322859,0.8679547640008354,Houston,Not Returned,1963.48,0,0,0,0,1,-0.6640110387293733,1.5796961079548444,Low,1962.6120452359992,2021,False
249694,3749,42877,2021-04-12,1,1.5248767883091494,-1.7195960192369966,-1.3361609862762682,Phoenix,Processed,482.96,0,0,0,1,0,1.3420717588900897,1.5248767883091494,Low,484.2961609862762,2021,False
458126,8048,95894,2021-12-06,7,-0.46504372368431673,0.19323752668333863,0.3096420132389746,Chicago,Processed,1370.8100000000002,0,0,1,0,0,0.25692741125321245,-0.46504372368431673,Low,1370.5003579867612,2021,False
450983,3087,80969,2023-06-20,8,-0.08525880376218416,-0.36691037344034105,-0.11180280590408052,New York,Processed,2005.04,0,0,0,1,0,0.5141907901420202,-0.08525880376218416,Low,2005.151802805904,2023,False
942056,5433,63733,2022-06-04,9,-0.8079590126943009,0.2776053975011849,0.9079310410578135,Houston,Not Returned,1317.1499999999999,1,0,0,0,0,-0.3166330787294588,-0.8079590126943009,Low,1316.2420689589421,2022,False
944189,2263,10065,2022-10-17,5,-0.3402275483595429,1.2502967840815904,-1.6973026078248994,Phoenix,Processed,1069.2,0,0,0,0,1,2.5737000460888257,-0.3402275483595429,Low,1070.897302607825,2022,False
678658,3308,67845,2023-01-03,8,-1.4875522471389055,-1.0949520478073733,-0.9479168040110423,Los Angeles,Not Returned,386.32,0,0,0,0,1,1.1369130561077012,-1.4875522471389055,Low,387.267916804011,2023,False
343003,6679,83516,2022-12-29,1,-1.3185895400640586,0.898751439357752,1.1769239561700207,Chicago,Processed,72.67,1,0,0,0,0,-0.40356577057256315,-1.3185895400640586,Low,71.49307604382999,2022,False
457353,8318,83152,2022-04-21,7,-1.1658439262851574,1.5337591395028491,1.3605438050249532,Chicago,Not Returned,662.9699999999999,0,0,1,0,0,-0.40106249237598013,-1.1658439262851574,Low,661.609456194975,2022,False
354768,7372,35587,2021-06-30,4,1.4761562046038104,0.5267319119470023,0.7459932407761573,Phoenix,Processed,1903.72,0,0,0,1,0,-0.08167536720971025,1.4761562046038104,Low,1902.9740067592238,2021,False
864455,8674,17848,2021-09-12,4,0.9918611278855871,-0.04640829801945838,-1.2575635601981425,New York,Not Returned,1624.2,0,1,0,0,0,1.7538918990021841,0.9918611278855871,Low,1625.4575635601982,2021,False
463335,2197,51895,2021-06-11,4,-1.5022446564497616,0.7332535072877263,1.1586297276863187,Houston,Processed,184.68,0,0,1,0,0,-0.43377960369251434,-1.5022446564497616,Low,183.52137027231367,2021,False
259345,7053,42020,2021-08-02,3,-0.511893104317047,0.49771484059634497,0.6050599250498624,Chicago,Processed,567.21,0,1,0,0,0,0.05075293659873348,-0.511893104317047,Low,566.6049400749502,2021,False
428061,8399,42413,2023-08-14,3,0.1781650065706673,0.04051970129217036,-1.344291754491247,Los Angeles,Processed,865.92,0,0,1,0,0,1.8660990143485536,0.1781650065706673,Low,867.2642917544912,2023,False
484608,2770,36218,2021-05-11,6,-0.3870769289922731,-1.1497209998896118,-1.141022549116783,Houston,Processed,1242.48,0,0,1,0,0,1.3139658169353747,-0.3870769289922731,Low,1243.6210225491168,2021,False
731774,7178,79280,2022-05-23,3,1.1115488207150621,-0.24051943090235217,0.32929136975850604,Chicago,Not Returned,1269.96,0,0,0,0,1,0.1101422714860868,1.1115488207150621,Low,1269.6307086302415,2022,False
966835,4886,23751,2022-11-28,6,-1.0040888162307307,-0.28520531006656297,1.3734175213653357,Phoenix,Processed,708.3,0,0,0,0,1,-0.9470814780918992,-1.0040888162307307,Low,706.9265824786346,2022,False
601495,9967,38401,2022-05-27,8,0.3085254872957643,0.829737494239251,-0.836796305073002,Chicago,Not Returned,2459.6,0,1,0,0,0,1.5899262457646386,0.3085254872957643,Low,2460.436796305073,2022,False
329276,1959,83596,2023-02-17,7,-0.861669471259931,1.6588837083206514,-1.590925057012263,Los Angeles,Not Returned,970.1999999999999,0,0,0,0,1,2.5870808478038168,-0.861669471259931,Low,971.7909250570121,2023,False
175633,3603,20139,2022-03-02,5,-0.2163816264798255,-1.6761970495830294,-1.344291754491247,New York,Processed,1158.55,0,0,0,0,1,1.362922927095438,-0.2163816264798255,Low,1159.8942917544912,2022,False
394917,1567,66687,2022-12-04,5,-1.5299661834513771,-0.5858903480823614,-0.9458841119572977,New York,Not Returned,210.85000000000002,0,0,1,0,0,1.2840882482943041,-1.5299661834513771,Low,211.79588411195732,2022,False
954069,7307,10330,2021-02-05,3,1.2082969499507001,-0.46179256876741337,-0.796820028016024,Los Angeles,Not Returned,1311.84,0,0,0,1,0,1.171397686659877,1.2082969499507001,Low,1312.636820028016,2021,False
123451,6771,34111,2023-07-22,3,-1.6803554674351413,-1.7218344203532185,-0.19107779600012156,Los Angeles,Not Returned,61.41,0,1,0,0,0,0.1963324848920423,-1.6803554674351413,Low,61.60107779600012,2023,False
388855,2390,50332,2021-03-12,7,-1.572588031216361,1.5033114081115488,0.3679125187796542,Los Angeles,Processed,252.14000000000001,1,0,0,0,0,0.582644450153678,-1.572588031216361,Low,251.77208748122035,2021,False
712093,7639,76680,2021-04-03,9,0.8894993894321216,1.2919502115807058,0.6823022230921583,Chicago,Not Returned,3521.5199999999995,1,0,0,0,0,0.206303990241389,0.8894993894321216,Low,3520.8376977769076,2021,False
225433,2250,34792,2023-09-13,6,0.6130464614085108,-0.49247988437604656,-1.5672103163852422,Chicago,Processed,2108.34,0,0,0,1,0,1.9327934082851161,0.6130464614085108,Low,2109.9072103163853,2023,False
554433,6530,70995,2022-02-06,4,-0.6476592828074591,0.20493608175252354,-0.7676847752456842,Houston,Processed,677.92,1,0,0,0,0,1.337683089893004,-0.6476592828074591,Low,678.6876847752457,2022,False
583171,3093,39091,2023-02-11,3,-0.7245172164194382,0.4307544744835519,-0.4783649395960305,Houston,Processed,475.16999999999996,1,0,0,0,0,1.114551468010274,-0.7245172164194382,Low,475.648364939596,2023,False
522262,9785,89768,2021-02-26,1,-0.48195385515530237,1.158193765675577,-0.8774501461478947,Houston,Processed,193.39,0,0,0,1,0,1.726851845946455,-0.48195385515530237,Low,194.2674501461479,2021,False
728505,1840,57096,2022-05-15,5,0.9007959116852803,0.7787950443709822,-1.29889496529095,Phoenix,Processed,1964.5500000000002,0,1,0,0,0,2.0370934837856893,0.9007959116852803,Low,1965.848894965291,2022,False
374256,8320,60602,2021-01-31,4,-1.6385652654802059,-0.799483100466074,1.1105226824143621,Chicago,Not Returned,106.0,1,0,0,0,0,-0.8349233790268032,-1.6385652654802059,Low,104.88947731758564,2021,False
534349,4494,16070,2022-02-08,6,-0.6000475601821844,1.078200018139889,0.45125289298318444,Chicago,Processed,1058.1,0,0,0,1,0,0.37470234083943615,-0.6000475601821844,Low,1057.6487471070168,2022,False
581935,2340,30910,2021-02-25,6,0.4766565485605624,-1.2636056462828376,0.796132978101858,New York,Processed,1990.2599999999998,0,1,0,0,0,-0.6565697252106757,0.4766565485605624,Low,1989.4638670218978,2021,False
510236,2663,39595,2021-04-13,5,-1.6041212681806987,-0.36081808905674007,0.32387085761518714,New York,Not Returned,157.35,1,0,0,0,0,0.08030279791477601,-1.6041212681806987,Low,157.0261291423848,2021,False
972190,1268,43051,2023-08-08,2,0.5975917101051105,1.121687976217437,-0.7832687476577265,Houston,Not Returned,698.32,0,0,1,0,0,1.6219704643098134,0.5975917101051105,Low,699.1032687476578,2023,False
705817,3683,13970,2021-02-07,1,-0.8517590253568533,1.4290129196850254,0.5894759526378198,Los Angeles,Processed,140.03,0,0,0,1,0,0.33930385202177915,-0.8517590253568533,Low,139.44052404736217,2021,False
739691,8101,24102,2022-12-26,3,-1.552697835592702,0.874046883919082,-0.5427335212979443,New York,Processed,116.67,1,0,0,0,0,1.3088507094876347,-1.552697835592702,Low,117.21273352129795,2022,False
328863,8943,62126,2023-07-01,6,-1.7199279472299476,0.501979439664866,-0.35572585235343734,Phoenix,Processed,88.56,1,0,0,0,0,1.0127886839064497,-1.7199279472299476,Low,88.91572585235345,2023,False
314658,3001,99945,2021-10-21,2,-1.0163555919289455,-1.7077537136374126,1.2785585588572528,New York,Not Returned,232.56,1,0,0,0,0,-1.2691767622712957,-1.0163555919289455,Low,231.28144144114276,2021,False
799848,8618,82790,2023-10-11,4,0.470557812620207,-1.2101509847642524,1.4174591825298029,Phoenix,Processed,1323.32,1,0,0,0,0,-1.2622281688302932,0.470557812620207,Low,1321.90254081747,2023,False
348190,7132,55301,2023-10-23,1,1.234493792967227,-1.685486071952183,0.16599844144102002,Los Angeles,Processed,441.06,0,0,1,0,0,-0.15008991596410534,1.234493792967227,Low,440.89400155855895,2023,False
596683,7353,39083,2023-01-24,8,-0.6897960038499146,-1.2645913642055775,-0.5251168568321573,Chicago,Processed,1307.2,0,0,0,1,0,0.6643911921210347,-0.6897960038499146,Low,1307.7251168568323,2023,False
682405,5584,32558,2023-02-21,1,0.13914695731589347,-0.9962296597396267,1.491313660482525,Houston,Processed,283.01,0,0,0,1,0,-1.273381507966133,0.13914695731589347,Low,281.51868633951744,2023,False
785668,1365,36974,2022-04-08,8,0.5920474047047872,0.6293424095988901,0.8632118158754313,New York,Processed,2786.88,0,0,0,1,0,-0.16881842245793732,0.5920474047047872,Low,2786.016788184125,2022,False
539811,4937,20522,2021-07-04,1,1.3565378155918393,-1.1558954274334412,-1.3747821352974163,Phoenix,Not Returned,458.67,0,0,0,1,0,1.545915655357126,1.3565378155918393,Low,460.04478213529745,2021,False
291256,3932,67457,2022-03-17,6,0.46057806289962544,-1.653101131032164,-1.1118872963464432,Chicago,Processed,1976.34,0,1,0,0,0,1.1372879688824176,0.46057806289962544,Low,1977.4518872963463,2022,False
535694,9014,43994,2021-09-05,9,-0.30335791744739427,-1.4386801017828161,0.8503380995350487,New York,Not Returned,1972.44,0,0,0,0,1,-0.7620898230088013,-0.30335791744739427,Low,1971.589661900465,2021,False
335693,1413,48336,2022-08-27,7,0.5726423358036563,0.9785603647829257,1.3110816317171667,Houston,Processed,2418.92,0,0,1,0,0,-0.5143311521942019,0.5726423358036563,Low,2417.608918368283,2022,False
553484,6337,98778,2021-03-26,2,-0.6167497802006577,0.3608232640758347,-1.7291481166668985,New York,Not Returned,347.88,0,0,1,0,0,2.3448375462953983,-0.6167497802006577,Low,349.6091481166669,2021,False
913268,9855,20074,2022-04-14,8,-1.3308563157622737,0.9882464124265163,0.9933041073150882,Houston,Not Returned,567.2,0,0,1,0,0,-0.19371461107502985,-1.3308563157622737,Low,566.2066958926849,2022,False
556371,3174,76457,2022-10-10,4,0.45732078347693583,0.23511000260972945,-0.7534559308694718,Houston,Not Returned,1315.68,0,0,0,1,0,1.3322983343429033,0.45732078347693583,Low,1316.4334559308695,2022,False
986095,8146,21014,2022-02-25,9,0.15439379716678195,0.9827838922713324,-1.704755812021963,Los Angeles,Not Returned,2566.89,0,0,1,0,0,2.502744223215915,0.15439379716678195,Low,2568.594755812022,2022,False
453099,9793,17297,2021-10-16,1,-0.5477924817841392,-1.4631998351109723,1.1213637067010005,Chicago,Not Returned,183.89,0,0,0,1,0,-1.040302255532088,-0.5477924817841392,Low,182.76863629329898,2021,False
406717,6645,64813,2023-06-13,8,0.9208247149439474,-0.5218323736309696,0.7968105421197732,New York,Processed,3166.4,0,0,1,0,0,-0.4398307743774235,0.9208247149439474,Low,3165.6031894578805,2023,False
362905,5936,47271,2021-08-06,3,0.6977357263984465,-1.6275135366210396,-0.055564992417145624,Chicago,Not Returned,1090.83,0,1,0,0,0,0.08846548437961843,0.6977357263984465,Low,1090.8855649924171,2021,False
730035,1076,64136,2023-02-17,8,-0.41459054454137645,-1.560217752603981,-0.7324514463141105,Houston,Processed,1624.88,0,0,0,1,0,0.7850765837506088,-0.41459054454137645,Low,1625.6124514463143,2023,False
993315,9865,23722,2022-03-14,6,-0.11436640711388038,-1.0373560019606098,-0.8300206648938532,Houston,Not Returned,1478.58,1,0,0,0,0,1.0358985330029677,-0.11436640711388038,Low,1479.4100206648939,2022,False
274329,2352,71645,2021-03-02,5,1.5763695247146503,-1.2832515521041128,1.191830364564148,Chicago,Not Returned,2451.95,1,0,0,0,0,-1.0580253999966818,1.5763695247146503,Low,2450.7581696354355,2021,False
587523,3091,85999,2022-12-04,8,1.4277128361684872,-1.197945880206993,-0.6477559440747505,Los Angeles,Processed,3751.52,0,0,0,1,0,0.8065643194750217,1.4277128361684872,Low,3752.1677559440745,2022,False
844265,9323,26544,2023-08-29,6,0.06409092295901955,-1.2419198519825587,-1.0780090954506991,Chicago,Processed,1633.08,1,0,0,0,0,1.2239285355925897,0.06409092295901955,Low,1634.1580090954506,2023,False
535868,3192,11129,2023-07-02,3,0.5080511778898922,1.2985353549256766,-0.6762136328271755,Los Angeles,Processed,1008.72,0,0,0,1,0,1.5667499762538988,0.5080511778898922,Low,1009.3962136328272,2023,False
176834,8259,66051,2023-11-19,9,-1.2339695788916274,-0.842368675368614,0.15312472510063746,New York,Processed,763.92,0,0,0,0,1,0.10990465621441914,-1.2339695788916274,Low,763.7668752748993,2023,False
840264,6774,40602,2021-05-13,1,-1.3789531651100766,-1.7380576944983133,1.4391412311030791,New York,Processed,63.96,0,0,1,0,0,-1.4386416444157601,-1.3789531651100766,Low,62.52085876889692,2021,False
668138,5466,35223,2023-01-12,9,-1.1585670254472333,1.4451129790897774,-1.5509487799552852,New York,Processed,861.84,0,0,1,0,0,2.4844475721191976,-1.1585670254472333,Low,863.3909487799554,2023,False
221917,6198,46224,2021-11-21,1,-0.6330361773141069,-0.6566703711457715,1.0536073049095127,Phoenix,Processed,171.59,0,0,0,0,1,-0.7361490575157903,-0.6330361773141069,Low,170.53639269509048,2021,False
304813,3985,74575,2021-04-12,1,-1.7254029488127667,-1.5707594581666167,-0.2330867651108442,Phoenix,Not Returned,13.97,1,0,0,0,0,0.28262208930047045,-1.7254029488127667,Low,14.203086765110845,2021,False
408951,1125,77743,2022-03-09,5,0.32467327677420527,-0.9503116331719906,0.7392176005970084,Chicago,Processed,1548.8999999999999,0,0,1,0,0,-0.5078267031065787,0.32467327677420527,Low,1548.160782399403,2022,False
610022,7966,76195,2023-12-18,5,0.02867667221445563,-0.7396554987664408,-0.7609091350665355,Chicago,Processed,1335.35,0,0,0,1,0,1.0540441318162124,0.02867667221445563,Low,1336.1109091350665,2023,False
611063,3429,72824,2021-05-31,1,-1.0023562207931296,-1.4176035359208974,0.514943910667183,Phoenix,Processed,118.3,0,0,0,1,0,-0.4205180140194298,-1.0023562207931296,Low,117.78505608933281,2021,False
341116,4526,54393,2023-02-16,9,-1.0367309142751329,0.13545665872606183,-0.7412597785470039,Chicago,Processed,1020.0600000000001,0,0,1,0,0,1.2908934149763032,-1.0367309142751329,Low,1020.8012597785471,2023,False
582995,5140,56812,2021-06-30,9,0.757406313269424,-1.5167777113699,1.5685559585248212,Chicago,Not Returned,3349.9800000000005,0,0,0,1,0,-1.5031983828645241,0.757406313269424,Low,3348.4114440414755,2021,False
399735,6392,58338,2023-10-13,5,-0.9507248767526207,1.6441869279031327,-0.5827097983549222,Los Angeles,Processed,628.75,0,0,0,0,1,1.5745579079509993,-0.9507248767526207,Low,629.3327097983549,2023,False
743212,8230,79524,2023-12-14,9,0.677637619322275,0.9117505944638851,1.413393798422314,Houston,Processed,3246.39,1,0,0,0,0,-0.6362255119444603,0.677637619322275,Low,3244.9766062015774,2023,False
433451,9483,85300,2022-09-07,3,-0.2945563326243813,-0.2141240954156492,-1.3903661077094587,New York,Processed,661.29,0,1,0,0,0,1.837536320304661,-0.2945563326243813,Low,662.6803661077095,2022,False
617624,5734,41233,2021-03-16,2,-1.3708446184621041,-1.4222377792104455,0.7392176005970084,Los Angeles,Not Returned,130.26,1,0,0,0,0,-0.6461500179545359,-1.3708446184621041,Low,129.52078239940298,2021,False
269400,1510,54296,2022-02-01,1,-0.9796938724693091,0.3527526985834013,0.3834964911916965,Los Angeles,Not Returned,121.57,0,0,1,0,0,0.229827425567932,-0.9796938724693091,Low,121.1865035088083,2022,False
119072,7400,94451,2023-02-02,8,-1.3893487377356823,0.7802873117817968,1.5753315987039698,Houston,Not Returned,499.68,0,0,0,0,1,-0.8366956910612967,-1.3893487377356823,Low,498.104668401296,2023,False
138767,9084,50179,2023-05-11,4,0.9076569896181798,0.05180754056021337,-0.543411085315859,Phoenix,Processed,1575.6,0,0,0,1,0,1.0685268529940046,0.9076569896181798,Low,1576.1434110853158,2023,False
829612,9271,48105,2021-10-23,8,-1.4264955839178473,-1.6630472986831444,0.6104804371931813,Phoenix,Processed,456.8,0,0,0,0,1,-0.5879950235193533,-1.4264955839178473,Low,456.1895195628068,2021,False
839413,2000,93694,2021-07-29,9,-1.744045675721353,-0.656013225863945,0.17006382554850946,Chicago,Not Returned,101.52,0,0,0,0,1,0.14758703358008296,-1.744045675721353,Low,101.34993617445149,2021,False
791927,4819,21056,2021-08-27,2,1.1028165397095533,1.1690777344058303,-0.7751379794427479,Houston,Not Returned,844.12,0,1,0,0,0,1.6277298111000915,1.1028165397095533,Low,844.8951379794428,2021,False
209132,1765,31132,2021-02-20,9,-1.392190194253348,-0.8197313894623569,0.216815742784636,Phoenix,Processed,558.4499999999999,0,1,0,0,0,0.052848711522242686,-1.392190194253348,Low,558.2331842572153,2021,False
735695,2263,93195,2021-11-26,5,1.064699440082332,-1.0952395488681725,-0.24867073752288646,Chicago,Processed,2082.8,1,0,0,0,0,0.4375827219855398,1.064699440082332,Low,2083.048670737523,2021,False
343109,7105,98094,2021-12-08,7,-0.6398279514295026,-1.528394123278856,-0.7527783668515569,New York,Processed,1194.27,0,0,1,0,0,0.81473112882358,-0.6398279514295026,Low,1195.0227783668515,2021,False
312479,3117,18981,2022-12-27,8,0.9132012950185029,1.0019369391312376,0.9248701415056856,New York,Processed,3157.6,1,0,0,0,0,-0.12126790078917005,0.9132012950185029,Low,3156.675129858494,2022,False
122018,3895,42994,2021-08-05,5,0.0309636981920888,-0.7197084013576618,1.3171797078784009,Houston,Processed,1337.0,0,0,0,0,1,-1.0181981424265256,0.0309636981920888,Low,1335.6828202921215,2021,False
427852,8918,55208,2023-12-01,5,1.3491916109364113,0.9502141292407998,-1.714919272290686,Houston,Processed,2288.05,0,0,0,0,1,2.503361364375146,1.3491916109364113,Low,2289.764919272291,2023,False
623856,6000,23121,2022-08-22,1,-0.7488428563633558,-0.5839394480269386,-0.898454630703256,Chicago,Processed,154.88,0,0,1,0,0,1.2372305831281576,-0.7488428563633558,Low,155.77845463070327,2022,False
986347,5708,48451,2022-04-07,2,-1.2395831881094546,0.5995928950695301,-1.1532187014392508,Los Angeles,Not Returned,168.14,1,0,0,0,0,1.838892401109403,-1.2395831881094546,Low,169.29321870143923,2022,False
609994,5216,96060,2021-01-22,6,0.636263240272364,0.46048345322285505,-1.4757391739667336,Houston,Not Returned,2128.44,1,0,0,0,0,2.120639377011604,0.636263240272364,Low,2129.915739173967,2021,False
100321,6079,46598,2023-06-09,7,1.1942975788148844,0.4539051551412362,-1.3781699553869908,Houston,Not Returned,3046.8199999999997,0,0,1,0,0,2.0211420347109237,1.1942975788148844,Low,3048.1981699553867,2023,False
454067,9810,41036,2022-04-26,9,0.8602531784454174,-0.059414298388943805,-0.5190187806709233,Chicago,Processed,3483.54,0,0,1,0,0,1.0115350122223306,0.8602531784454174,Low,3484.059018780671,2022,False
983064,3273,17034,2021-11-15,2,-1.660118752723962,0.2259852665610327,-1.4892904543250312,Chicago,Processed,46.78,0,1,0,0,0,2.065458363604904,-1.660118752723962,Low,48.26929045432503,2021,False
521784,9065,94947,2023-03-06,9,-1.0871840934180732,1.6656742095661934,0.6396156899635211,New York,Processed,954.54,0,0,1,0,0,0.3585304220883556,-1.0871840934180732,Low,953.9003843100364,2023,False
544404,6255,15839,2022-09-27,1,0.14011721076094993,0.050739679477245204,-1.1870969023349949,New York,Processed,283.15,0,0,1,0,0,1.711899675943977,0.14011721076094993,Low,284.33709690233496,2022,False
930357,7413,30967,2023-05-18,5,1.2433646816077437,-1.532357530759873,-0.3774079009267135,Houston,Processed,2211.7,0,0,1,0,0,0.4381989733728023,1.2433646816077437,Low,2212.0774079009266,2023,False
